age,annual_income,credit_score,employment_years,num_late_payments,utilization_rate,num_credit_lines,loan_amount,loan_term_months,debt_to_income,home_ownership,loan_purpose,default
56,77500.37,652,1.1,0,0.4185,12,4823.29,12,0.0622,MORTGAGE,BUSINESS,0
29,70284.11,631,4.6,1,0.2731,6,7960.21,72,0.0189,MORTGAGE,HOME_IMPROVEMENT,0
34,80802.12,606,0.3,1,0.2908,16,36923.52,24,0.2285,RENT,BUSINESS,1
61,78864.87,720,10.8,1,0.6944,11,47938.21,24,0.3039,RENT,EDUCATION,0
64,170051.57,836,12.5,1,0.2538,17,13069.99,12,0.0769,RENT,EDUCATION,0
46,41194.93,804,3.5,1,0.1981,11,17377.74,36,0.1406,OWN,MEDICAL,0
41,26643.17,743,8.6,2,0.0339,17,14149.67,12,0.5311,RENT,HOME_IMPROVEMENT,0
36,35409.08,487,3.6,1,0.4528,13,4139.26,24,0.0584,MORTGAGE,BUSINESS,1
48,42115.62,530,13.2,0,0.203,6,10416.97,72,0.0412,MORTGAGE,MEDICAL,0
47,36784.67,765,12.4,2,0.3431,9,7440.09,36,0.0674,OWN,DEBT_CONSOLIDATION,0
34,62744.76,809,0.8,4,0.153,12,13738.09,72,0.0365,OWN,HOME_IMPROVEMENT,0
22,112008.21,724,7.1,0,0.2671,8,10982.14,84,0.014,RENT,HOME_IMPROVEMENT,0
28,129292.11,655,2.4,0,0.1351,15,4101.29,24,0.0159,MORTGAGE,HOME_IMPROVEMENT,0
63,77045.72,788,4.4,0,0.52,11,10086.52,12,0.1309,MORTGAGE,EDUCATION,0
39,174666.92,740,5.0,2,0.4302,8,3194.39,84,0.0026,MORTGAGE,HOME_IMPROVEMENT,0
42,50101.86,770,0.4,1,0.3426,7,11918.12,12,0.2379,MORTGAGE,DEBT_CONSOLIDATION,0
42,26469.29,531,3.4,2,0.1719,8,10047.11,72,0.0633,MORTGAGE,DEBT_CONSOLIDATION,0
55,101375.73,707,2.2,1,0.3629,12,6999.26,72,0.0115,MORTGAGE,DEBT_CONSOLIDATION,1
24,23877.76,821,13.6,0,0.1661,4,14273.62,84,0.0854,MORTGAGE,EDUCATION,0
25,41048.04,722,3.4,1,0.425,11,7135.13,48,0.0435,OWN,BUSINESS,1
33,77656.93,755,4.9,0,0.1969,16,8870.1,84,0.0163,RENT,MEDICAL,0
42,56886.27,682,4.3,1,0.3386,14,3121.39,12,0.0549,OWN,BUSINESS,1
50,54421.99,688,10.9,1,0.215,5,33615.55,12,0.6177,MORTGAGE,HOME_IMPROVEMENT,0
43,33176.76,792,2.1,0,0.3933,3,20057.68,60,0.1209,RENT,DEBT_CONSOLIDATION,0
40,59551.62,626,9.0,1,0.3431,1,11908.45,36,0.0667,OWN,DEBT_CONSOLIDATION,0
62,98896.71,618,4.0,1,0.4826,10,17672.78,60,0.0357,RENT,HOME_IMPROVEMENT,0
28,60474.92,641,8.6,0,0.1983,16,46122.82,24,0.3813,OWN,DEBT_CONSOLIDATION,0
46,39532.84,681,3.6,2,0.601,7,14390.57,60,0.0728,MORTGAGE,EDUCATION,0
45,32087.79,551,3.5,1,0.2554,6,3568.11,60,0.0222,OWN,DEBT_CONSOLIDATION,0
42,39942.76,738,9.7,5,0.3413,16,50489.59,12,1.0,RENT,BUSINESS,1
56,72850.66,666,6.9,3,0.166,13,8032.25,24,0.0551,MORTGAGE,MEDICAL,0
33,71097.05,748,0.4,1,0.2978,13,9509.72,48,0.0334,OWN,EDUCATION,0
63,40124.66,510,0.1,1,0.0914,17,17604.5,84,0.0627,RENT,MEDICAL,1
36,20000.0,748,1.1,6,0.3928,15,5830.47,60,0.0583,OWN,HOME_IMPROVEMENT,0
45,73865.89,786,4.5,2,0.5255,12,27794.72,72,0.0627,RENT,BUSINESS,0
44,38221.23,715,8.7,7,0.1897,17,13226.07,24,0.173,RENT,EDUCATION,1
58,84502.06,682,1.4,3,0.1822,14,13274.22,24,0.0785,OWN,MEDICAL,0
40,41025.34,749,2.1,1,0.1927,8,12890.51,24,0.1571,OWN,HOME_IMPROVEMENT,0
34,36535.87,781,0.2,2,0.4603,13,17644.45,48,0.1207,RENT,DEBT_CONSOLIDATION,1
22,64639.82,721,6.9,1,0.3412,4,34241.57,12,0.5297,RENT,DEBT_CONSOLIDATION,0
37,194628.84,727,1.8,2,0.2243,6,6152.41,60,0.0063,MORTGAGE,EDUCATION,1
57,87074.12,812,6.2,0,0.5037,14,12389.19,60,0.0285,OWN,HOME_IMPROVEMENT,0
22,64094.23,740,7.4,2,0.3697,4,6865.43,84,0.0153,MORTGAGE,DEBT_CONSOLIDATION,0
60,71641.21,615,3.1,1,0.4169,7,10852.07,12,0.1515,OWN,HOME_IMPROVEMENT,0
45,24945.33,781,12.9,2,0.1541,7,14553.2,24,0.2917,MORTGAGE,MEDICAL,0
28,34160.65,670,3.1,1,0.3957,15,10180.26,24,0.149,RENT,EDUCATION,0
34,20000.0,682,0.8,3,0.4328,8,31348.07,72,0.2612,RENT,HOME_IMPROVEMENT,1
45,142192.49,688,0.3,0,0.1406,7,28475.63,60,0.0401,RENT,EDUCATION,0
35,128501.13,757,10.3,1,0.1823,8,4663.05,12,0.0363,RENT,DEBT_CONSOLIDATION,0
26,72868.32,819,1.1,0,0.2257,14,13113.31,84,0.0257,RENT,DEBT_CONSOLIDATION,0
50,64058.86,681,2.7,2,0.3711,7,9323.67,48,0.0364,RENT,DEBT_CONSOLIDATION,1
50,27562.32,818,8.3,2,0.2351,7,9549.85,72,0.0577,MORTGAGE,DEBT_CONSOLIDATION,0
27,53656.08,693,2.7,2,0.0292,10,23501.92,12,0.438,OWN,MEDICAL,0
34,146707.48,792,1.6,2,0.046,11,6832.04,84,0.0067,MORTGAGE,MEDICAL,0
32,63940.48,695,8.2,2,0.5351,14,16778.76,24,0.1312,MORTGAGE,HOME_IMPROVEMENT,0
50,45146.89,640,20.3,4,0.3354,3,12876.23,36,0.0951,RENT,DEBT_CONSOLIDATION,0
53,24858.74,833,2.6,2,0.1186,13,19729.35,12,0.7937,MORTGAGE,DEBT_CONSOLIDATION,0
53,119390.26,632,4.6,2,0.5493,4,33762.89,84,0.0404,MORTGAGE,DEBT_CONSOLIDATION,1
62,57812.37,627,7.2,0,0.3403,12,38210.6,24,0.3305,MORTGAGE,DEBT_CONSOLIDATION,0
55,24875.36,579,5.0,1,0.2322,8,20821.97,12,0.8371,RENT,BUSINESS,1
35,37717.04,781,4.6,0,0.4077,11,31307.18,36,0.2767,OWN,EDUCATION,0
26,31610.07,800,1.1,0,0.1218,4,5270.48,12,0.1667,RENT,EDUCATION,0
48,56057.22,709,0.0,1,0.0843,14,8464.15,84,0.0216,RENT,BUSINESS,1
61,66414.42,601,4.1,0,0.4721,7,14552.81,48,0.0548,RENT,HOME_IMPROVEMENT,0
63,46555.08,679,7.3,1,0.3005,13,4966.26,24,0.0533,RENT,EDUCATION,0
31,88302.46,655,1.4,2,0.2959,7,7786.87,36,0.0294,OWN,EDUCATION,0
32,62280.34,597,1.8,2,0.4379,5,16856.29,72,0.0451,MORTGAGE,DEBT_CONSOLIDATION,1
23,101839.79,640,3.9,0,0.2834,16,31272.71,60,0.0614,RENT,HOME_IMPROVEMENT,1
28,50081.3,720,1.9,2,0.5744,1,19776.74,84,0.0564,RENT,HOME_IMPROVEMENT,1
45,274487.99,631,5.4,1,0.0878,5,9759.19,36,0.0119,RENT,DEBT_CONSOLIDATION,1
45,45150.46,703,0.3,0,0.234,5,20072.82,60,0.0889,MORTGAGE,MEDICAL,0
37,38113.93,537,1.7,2,0.1913,15,6587.58,12,0.1728,OWN,EDUCATION,0
35,35841.07,814,4.2,2,0.2971,1,18444.95,60,0.1029,MORTGAGE,HOME_IMPROVEMENT,0
57,53880.81,648,7.0,3,0.1947,14,15847.09,72,0.049,MORTGAGE,DEBT_CONSOLIDATION,0
41,25342.34,749,10.7,5,0.2312,14,2603.85,72,0.0171,MORTGAGE,DEBT_CONSOLIDATION,0
56,69374.97,695,2.7,1,0.4013,15,2963.45,72,0.0071,RENT,DEBT_CONSOLIDATION,0
63,23094.46,712,9.9,1,0.0569,15,9758.36,48,0.1056,RENT,EDUCATION,0
35,64915.09,589,2.9,0,0.2172,5,12653.85,72,0.0325,MORTGAGE,DEBT_CONSOLIDATION,0
30,30466.23,619,20.0,1,0.5633,13,5117.32,60,0.0336,RENT,MEDICAL,0
62,49481.46,620,6.1,2,0.3071,15,15647.56,36,0.1054,RENT,DEBT_CONSOLIDATION,1
49,81005.33,682,6.5,2,0.3327,15,23938.64,48,0.0739,OWN,HOME_IMPROVEMENT,1
34,189476.23,786,1.5,0,0.1014,14,11610.25,12,0.0613,MORTGAGE,HOME_IMPROVEMENT,0
48,34926.45,714,9.5,1,0.1408,13,16800.97,12,0.481,RENT,DEBT_CONSOLIDATION,0
44,55539.03,607,20.8,3,0.4439,17,12007.61,36,0.0721,OWN,DEBT_CONSOLIDATION,0
60,41694.34,686,4.4,0,0.3598,14,5929.52,12,0.1422,OWN,HOME_IMPROVEMENT,0
33,38756.93,673,3.0,1,0.0342,1,19913.36,36,0.1713,MORTGAGE,DEBT_CONSOLIDATION,0
64,41877.89,651,0.4,0,0.5387,13,9693.48,84,0.0331,OWN,BUSINESS,1
62,90403.05,678,4.1,4,0.1978,15,25266.41,36,0.0932,OWN,EDUCATION,0
29,46909.34,741,2.6,1,0.1509,16,17939.89,48,0.0956,RENT,HOME_IMPROVEMENT,0
29,184361.97,622,11.2,2,0.3254,15,6267.47,12,0.034,OWN,HOME_IMPROVEMENT,0
44,73717.07,652,5.6,1,0.179,5,4881.56,24,0.0331,RENT,DEBT_CONSOLIDATION,0
23,36134.19,758,4.3,0,0.2129,16,18456.86,84,0.073,RENT,EDUCATION,0
34,49843.7,717,7.2,0,0.2336,9,9664.82,12,0.1939,RENT,DEBT_CONSOLIDATION,0
40,40097.79,782,5.0,0,0.2181,9,10076.67,60,0.0503,MORTGAGE,DEBT_CONSOLIDATION,0
63,89324.79,794,0.3,1,0.3685,16,15098.33,12,0.169,MORTGAGE,MEDICAL,0
64,26386.56,571,1.8,1,0.3609,3,7276.92,72,0.046,RENT,HOME_IMPROVEMENT,1
28,30623.54,703,1.6,1,0.3179,6,4363.36,60,0.0285,MORTGAGE,DEBT_CONSOLIDATION,0
60,44543.74,639,10.8,1,0.3541,11,40247.13,48,0.2259,MORTGAGE,EDUCATION,1
25,84244.06,584,6.7,1,0.0894,11,16554.34,12,0.1965,MORTGAGE,MEDICAL,0
54,110916.19,616,12.5,1,0.4243,17,9928.26,12,0.0895,MORTGAGE,DEBT_CONSOLIDATION,1
58,119404.37,655,4.0,5,0.3075,3,2955.19,36,0.0082,RENT,MEDICAL,1
60,78034.07,656,5.5,3,0.2471,10,2635.07,72,0.0056,RENT,MEDICAL,1
31,57443.39,631,0.5,0,0.2331,9,7079.37,12,0.1232,MORTGAGE,EDUCATION,0
60,89082.03,678,9.2,0,0.2556,13,13335.67,36,0.0499,MORTGAGE,EDUCATION,0
26,33784.24,850,6.2,0,0.1982,15,20991.99,48,0.1553,OWN,DEBT_CONSOLIDATION,0
44,23805.49,541,16.9,2,0.4632,8,14985.53,12,0.6295,MORTGAGE,DEBT_CONSOLIDATION,0
42,74482.45,770,1.3,2,0.4572,14,17596.74,84,0.0338,RENT,HOME_IMPROVEMENT,0
35,36212.54,678,6.6,0,0.5976,12,6101.57,60,0.0337,MORTGAGE,DEBT_CONSOLIDATION,0
22,57950.63,644,4.6,0,0.4237,1,10246.79,36,0.0589,RENT,EDUCATION,0
55,63564.7,518,6.7,1,0.1143,4,5623.61,72,0.0147,OWN,DEBT_CONSOLIDATION,0
36,67782.53,741,2.6,1,0.401,2,10908.84,12,0.1609,MORTGAGE,MEDICAL,0
50,95692.55,564,0.7,0,0.476,5,14415.64,12,0.1506,MORTGAGE,MEDICAL,0
39,90765.78,746,1.5,0,0.3073,1,32345.66,36,0.1188,RENT,MEDICAL,0
38,66005.94,819,11.5,2,0.2284,15,7382.7,24,0.0559,MORTGAGE,DEBT_CONSOLIDATION,0
60,48001.73,577,13.3,2,0.0818,14,14212.29,60,0.0592,OWN,MEDICAL,1
26,63188.72,773,1.1,3,0.4461,3,12341.45,84,0.0279,RENT,DEBT_CONSOLIDATION,0
53,44439.98,682,9.3,1,0.1878,15,10072.35,36,0.0756,OWN,BUSINESS,0
54,54273.18,512,2.7,1,0.5743,15,41500.47,24,0.3823,OWN,DEBT_CONSOLIDATION,1
38,221701.4,583,1.3,3,0.1068,17,10530.81,48,0.0119,RENT,BUSINESS,1
33,65584.51,694,11.4,1,0.2932,4,17285.26,24,0.1318,OWN,DEBT_CONSOLIDATION,0
22,74990.93,712,6.5,0,0.0975,7,10691.02,60,0.0285,RENT,DEBT_CONSOLIDATION,0
62,42077.13,553,8.0,1,0.1363,3,9245.92,84,0.0314,MORTGAGE,MEDICAL,0
62,99711.54,682,2.6,1,0.0996,11,30817.89,84,0.0442,MORTGAGE,EDUCATION,1
32,87564.96,745,6.0,3,0.4697,13,25885.6,24,0.1478,RENT,MEDICAL,0
23,87875.5,759,2.8,5,0.7243,4,9420.39,24,0.0536,OWN,DEBT_CONSOLIDATION,0
27,66665.68,646,15.5,1,0.1106,3,5331.67,48,0.02,MORTGAGE,DEBT_CONSOLIDATION,1
24,100417.83,715,4.3,1,0.4575,16,46240.47,24,0.2302,RENT,EDUCATION,1
57,113079.07,765,0.5,1,0.3699,8,9253.13,24,0.0409,MORTGAGE,DEBT_CONSOLIDATION,0
60,68978.45,748,0.4,1,0.1639,4,7922.1,24,0.0574,OWN,BUSINESS,1
28,56539.45,751,0.7,1,0.2033,10,15750.21,36,0.0929,MORTGAGE,MEDICAL,0
54,93646.8,689,5.7,1,0.5262,3,5471.04,36,0.0195,RENT,DEBT_CONSOLIDATION,0
29,38098.77,672,2.0,1,0.2346,13,19395.67,48,0.1273,RENT,DEBT_CONSOLIDATION,1
37,41815.4,701,2.9,0,0.247,14,12756.21,36,0.1017,RENT,MEDICAL,0
47,58299.56,618,4.8,0,0.1241,12,14946.74,84,0.0366,RENT,DEBT_CONSOLIDATION,0
52,25067.35,768,3.3,1,0.3098,10,4101.31,60,0.0327,MORTGAGE,DEBT_CONSOLIDATION,0
59,90562.69,557,8.0,2,0.2146,15,9485.62,24,0.0524,RENT,DEBT_CONSOLIDATION,1
23,36995.19,639,11.4,3,0.2658,3,6925.41,24,0.0936,RENT,HOME_IMPROVEMENT,1
30,47299.48,677,10.9,0,0.3954,3,5873.61,72,0.0207,RENT,BUSINESS,0
34,53817.84,717,9.1,2,0.2675,10,4982.16,12,0.0926,OWN,DEBT_CONSOLIDATION,0
35,61061.9,732,6.5,0,0.2117,1,11979.71,84,0.028,RENT,HOME_IMPROVEMENT,0
64,50421.52,799,9.9,1,0.6083,12,14410.61,84,0.0408,RENT,BUSINESS,0
55,57890.84,686,3.6,1,0.0989,11,22832.8,36,0.1315,MORTGAGE,DEBT_CONSOLIDATION,0
35,58115.41,622,3.1,1,0.27,1,8363.13,72,0.024,OWN,MEDICAL,0
63,47881.5,668,6.5,2,0.3208,5,28217.56,60,0.1179,RENT,DEBT_CONSOLIDATION,0
43,40676.38,654,16.7,0,0.1299,1,12263.92,60,0.0603,RENT,EDUCATION,0
43,102820.18,721,8.5,0,0.4876,4,37638.82,72,0.061,RENT,HOME_IMPROVEMENT,0
40,20906.12,594,8.2,1,0.253,3,11150.43,24,0.2667,RENT,MEDICAL,0
28,54021.77,665,4.1,1,0.0644,13,10193.25,24,0.0943,MORTGAGE,DEBT_CONSOLIDATION,1
62,47360.8,809,2.8,1,0.2148,2,34042.96,84,0.1027,RENT,DEBT_CONSOLIDATION,0
22,73820.79,694,1.9,0,0.3111,3,5606.93,24,0.038,RENT,MEDICAL,0
29,28936.34,595,0.5,1,0.4682,7,18629.2,60,0.1288,MORTGAGE,DEBT_CONSOLIDATION,1
31,46635.03,652,2.0,0,0.3364,3,15822.21,72,0.0565,MORTGAGE,EDUCATION,0
34,56886.89,501,0.6,1,0.1267,9,14015.44,72,0.0411,OWN,HOME_IMPROVEMENT,0
27,102235.76,675,0.5,2,0.3171,15,7838.62,36,0.0256,MORTGAGE,HOME_IMPROVEMENT,0
22,70692.34,811,1.2,0,0.2944,14,8755.23,72,0.0206,MORTGAGE,HOME_IMPROVEMENT,0
51,33132.03,585,6.0,1,0.2482,13,12075.31,84,0.0521,RENT,EDUCATION,1
63,46922.92,563,10.0,0,0.6331,12,21955.59,36,0.156,RENT,EDUCATION,0
27,93248.73,627,19.2,2,0.039,2,17541.76,48,0.047,MORTGAGE,DEBT_CONSOLIDATION,0
34,32846.9,753,0.3,1,0.1436,9,1959.34,12,0.0597,MORTGAGE,DEBT_CONSOLIDATION,0
43,57565.45,816,4.2,3,0.2009,17,20062.07,48,0.0871,MORTGAGE,BUSINESS,0
61,59601.72,715,1.1,2,0.4021,10,14568.42,36,0.0815,OWN,HOME_IMPROVEMENT,0
51,49370.51,577,5.4,1,0.0655,9,33738.91,48,0.1708,MORTGAGE,BUSINESS,0
54,230469.98,678,2.7,2,0.3036,10,7885.54,12,0.0342,RENT,DEBT_CONSOLIDATION,1
46,48709.74,823,9.9,4,0.3427,3,12079.9,36,0.0827,MORTGAGE,DEBT_CONSOLIDATION,0
39,74972.94,655,0.3,0,0.1777,12,7871.98,60,0.021,RENT,DEBT_CONSOLIDATION,0
30,40816.82,691,14.3,1,0.362,6,28119.52,36,0.2296,RENT,HOME_IMPROVEMENT,0
59,77953.99,699,9.8,2,0.4175,13,18677.08,48,0.0599,RENT,MEDICAL,1
56,92539.77,556,5.1,1,0.492,7,6847.58,24,0.037,MORTGAGE,DEBT_CONSOLIDATION,0
23,44623.59,759,0.6,3,0.3691,8,40791.91,36,0.3047,MORTGAGE,DEBT_CONSOLIDATION,0
52,58258.72,748,10.0,0,0.3802,11,6535.88,48,0.028,RENT,EDUCATION,1
25,38267.65,520,2.7,1,0.3744,11,11640.45,24,0.1521,OWN,DEBT_CONSOLIDATION,0
53,33785.87,573,5.0,2,0.1212,11,51054.21,84,0.2159,OWN,DEBT_CONSOLIDATION,0
57,100548.73,602,11.4,0,0.0988,15,11362.34,72,0.0188,OWN,BUSINESS,0
27,45387.84,739,12.8,2,0.1779,8,10741.27,84,0.0338,MORTGAGE,HOME_IMPROVEMENT,0
40,20000.0,619,1.4,1,0.1563,8,12056.76,48,0.1507,OWN,DEBT_CONSOLIDATION,0
27,144737.65,712,14.2,2,0.1959,1,7436.11,60,0.0103,MORTGAGE,EDUCATION,0
46,40092.81,665,2.9,1,0.4723,12,20780.71,72,0.0864,MORTGAGE,MEDICAL,0
61,52934.65,685,0.4,1,0.2006,11,8828.11,72,0.0278,MORTGAGE,HOME_IMPROVEMENT,0
25,136005.86,719,1.7,1,0.0779,17,7511.97,36,0.0184,OWN,MEDICAL,0
39,55777.67,701,15.7,2,0.5466,4,17437.16,12,0.3126,RENT,DEBT_CONSOLIDATION,1
63,55178.67,678,1.6,0,0.2679,10,9990.56,60,0.0362,MORTGAGE,EDUCATION,0
34,32399.99,706,4.8,0,0.3097,12,8735.96,84,0.0385,OWN,HOME_IMPROVEMENT,0
27,26438.67,697,2.9,2,0.1596,4,7467.98,48,0.0706,RENT,MEDICAL,0
43,55094.59,663,10.6,0,0.1968,15,16551.14,60,0.0601,OWN,DEBT_CONSOLIDATION,1
43,71783.14,645,3.4,3,0.1497,10,15732.96,72,0.0365,OWN,BUSINESS,0
50,69756.28,830,3.1,1,0.2893,11,4854.64,24,0.0348,RENT,MEDICAL,0
35,47068.98,644,12.4,0,0.1782,8,5008.31,12,0.1064,MORTGAGE,DEBT_CONSOLIDATION,0
63,60483.68,789,8.6,1,0.6017,2,16470.36,24,0.1362,OWN,HOME_IMPROVEMENT,0
44,23894.29,625,0.8,2,0.4534,9,12294.11,24,0.2573,MORTGAGE,DEBT_CONSOLIDATION,0
34,75363.89,744,6.6,3,0.3735,4,7401.14,36,0.0327,RENT,HOME_IMPROVEMENT,0
63,64906.49,822,2.6,2,0.3713,2,41500.41,12,0.6394,RENT,DEBT_CONSOLIDATION,0
61,160625.44,652,0.6,2,0.1692,13,9538.69,84,0.0085,MORTGAGE,EDUCATION,0
43,60098.48,626,3.1,2,0.2457,5,60000.0,60,0.1997,OWN,EDUCATION,0
23,37371.56,645,3.8,4,0.1443,14,15162.89,48,0.1014,RENT,MEDICAL,1
47,58374.73,678,2.1,3,0.142,8,22913.92,72,0.0654,MORTGAGE,MEDICAL,1
45,50822.79,705,0.4,0,0.5612,8,20610.88,12,0.4055,RENT,DEBT_CONSOLIDATION,1
28,74410.62,676,4.0,2,0.4355,2,23606.37,60,0.0634,RENT,DEBT_CONSOLIDATION,0
49,60684.65,646,3.0,0,0.1034,16,7826.05,24,0.0645,OWN,DEBT_CONSOLIDATION,0
58,31889.33,836,0.6,0,0.3578,4,16950.89,36,0.1772,MORTGAGE,HOME_IMPROVEMENT,0
26,26426.65,663,4.6,2,0.1038,3,41050.59,48,0.3883,RENT,EDUCATION,1
53,68285.59,630,11.6,2,0.2545,12,11351.04,84,0.0237,RENT,DEBT_CONSOLIDATION,0
28,119558.05,746,13.7,1,0.1339,4,21930.32,48,0.0459,OWN,DEBT_CONSOLIDATION,0
54,62297.34,747,1.0,1,0.2204,16,21094.17,12,0.3386,MORTGAGE,DEBT_CONSOLIDATION,1
40,89917.57,792,3.9,0,0.38,14,33652.06,60,0.0749,MORTGAGE,MEDICAL,0
22,99350.03,834,0.9,2,0.1224,3,6286.9,60,0.0127,MORTGAGE,DEBT_CONSOLIDATION,0
63,68418.32,707,8.4,0,0.3055,11,8692.57,84,0.0182,RENT,MEDICAL,0
29,39845.08,656,0.0,0,0.2351,16,12165.64,24,0.1527,OWN,DEBT_CONSOLIDATION,0
47,66016.11,527,3.2,0,0.1194,13,9900.41,12,0.15,RENT,BUSINESS,0
29,109484.3,604,1.4,0,0.218,15,17539.83,24,0.0801,MORTGAGE,HOME_IMPROVEMENT,0
62,78037.54,696,2.5,0,0.3142,17,4772.73,36,0.0204,MORTGAGE,DEBT_CONSOLIDATION,0
53,87039.97,585,6.4,1,0.3963,4,26348.07,72,0.0505,OWN,DEBT_CONSOLIDATION,1
56,47511.49,553,0.4,1,0.1059,16,11472.2,36,0.0805,MORTGAGE,HOME_IMPROVEMENT,1
40,54112.64,685,1.8,0,0.3545,12,20647.22,84,0.0545,MORTGAGE,DEBT_CONSOLIDATION,1
42,56423.24,742,4.7,0,0.3169,5,13653.88,84,0.0346,MORTGAGE,DEBT_CONSOLIDATION,0
49,58356.79,660,0.8,1,0.1064,15,13939.28,24,0.1194,OWN,DEBT_CONSOLIDATION,0
55,107363.89,751,9.0,0,0.346,11,14881.52,84,0.0198,RENT,DEBT_CONSOLIDATION,0
58,20000.0,729,4.7,3,0.2106,12,13333.78,60,0.1333,MORTGAGE,DEBT_CONSOLIDATION,0
22,60795.38,771,1.3,1,0.4855,3,7852.92,36,0.0431,MORTGAGE,BUSINESS,0
50,57540.93,850,0.7,0,0.0703,8,16712.29,84,0.0415,RENT,DEBT_CONSOLIDATION,0
26,30159.32,850,2.3,3,0.0886,1,3550.52,12,0.1177,MORTGAGE,DEBT_CONSOLIDATION,1
34,83774.47,738,3.7,2,0.6281,11,18979.59,72,0.0378,OWN,EDUCATION,0
57,41678.88,643,1.3,0,0.1828,7,13308.7,48,0.0798,MORTGAGE,MEDICAL,0
32,50085.34,684,2.4,2,0.3075,4,12041.86,60,0.0481,MORTGAGE,DEBT_CONSOLIDATION,0
56,150902.76,805,15.5,2,0.222,13,6603.94,72,0.0073,OWN,DEBT_CONSOLIDATION,0
41,99209.28,608,0.3,0,0.5046,11,5616.63,84,0.0081,MORTGAGE,EDUCATION,0
32,79797.18,795,1.0,1,0.3164,8,42256.58,36,0.1765,RENT,DEBT_CONSOLIDATION,0
36,72430.91,666,2.0,1,0.176,16,3589.32,36,0.0165,MORTGAGE,MEDICAL,1
44,55141.62,698,1.8,0,0.4057,13,2733.0,24,0.0248,RENT,DEBT_CONSOLIDATION,0
54,162704.12,615,1.3,0,0.1974,15,19089.73,36,0.0391,OWN,HOME_IMPROVEMENT,0
48,89418.58,574,1.5,2,0.5943,12,9053.19,36,0.0337,MORTGAGE,MEDICAL,0
62,41160.12,657,10.2,1,0.2272,16,8193.72,72,0.0332,RENT,HOME_IMPROVEMENT,0
59,29731.1,784,8.1,1,0.066,16,2397.45,12,0.0806,MORTGAGE,DEBT_CONSOLIDATION,0
54,79492.58,623,1.9,0,0.3159,17,29950.08,72,0.0628,MORTGAGE,EDUCATION,0
47,58224.73,809,2.9,1,0.3882,10,29932.81,60,0.1028,OWN,DEBT_CONSOLIDATION,0
34,29305.51,634,6.4,2,0.3305,10,9290.66,48,0.0793,MORTGAGE,BUSINESS,0
39,74183.21,594,1.3,0,0.3048,7,4726.19,24,0.0319,RENT,DEBT_CONSOLIDATION,1
27,52338.44,700,1.9,1,0.183,2,22640.4,12,0.4326,OWN,EDUCATION,0
38,78067.76,734,3.7,0,0.4435,6,10331.43,84,0.0189,RENT,BUSINESS,0
61,74672.72,695,0.8,0,0.5807,14,43992.36,48,0.1473,RENT,DEBT_CONSOLIDATION,0
40,44172.95,692,1.3,1,0.1383,10,19750.21,36,0.149,MORTGAGE,EDUCATION,0
26,82159.88,808,5.3,0,0.0873,3,21467.07,24,0.1306,MORTGAGE,HOME_IMPROVEMENT,0
50,46678.9,687,3.2,2,0.6548,16,10482.65,72,0.0374,MORTGAGE,MEDICAL,0
63,48221.44,642,2.5,0,0.1969,11,12467.5,84,0.0369,OWN,HOME_IMPROVEMENT,0
59,45883.66,589,8.1,1,0.0942,9,6998.8,84,0.0218,RENT,HOME_IMPROVEMENT,0
33,105396.76,781,2.2,0,0.2522,1,10357.72,72,0.0164,RENT,DEBT_CONSOLIDATION,0
41,52037.18,645,4.0,1,0.0271,9,7855.84,24,0.0755,RENT,MEDICAL,0
44,118921.82,653,15.0,1,0.3184,3,17819.52,72,0.025,OWN,BUSINESS,0
32,146055.57,764,4.4,0,0.0906,17,14891.94,36,0.034,MORTGAGE,MEDICAL,0
33,41383.62,844,2.2,2,0.3484,14,6282.05,12,0.1518,MORTGAGE,MEDICAL,0
32,20000.0,700,0.6,0,0.6575,6,9457.92,72,0.0788,RENT,EDUCATION,1
64,100937.3,669,2.8,3,0.037,9,7063.01,84,0.01,MORTGAGE,EDUCATION,0
54,50463.93,679,1.5,2,0.2593,5,10490.61,48,0.052,MORTGAGE,DEBT_CONSOLIDATION,0
58,38828.38,643,3.0,0,0.1672,9,8777.43,36,0.0754,RENT,DEBT_CONSOLIDATION,0
57,44606.77,651,1.4,1,0.1342,14,5648.13,72,0.0211,RENT,EDUCATION,0
63,48659.05,651,0.2,0,0.1925,10,24201.09,12,0.4974,MORTGAGE,HOME_IMPROVEMENT,0
26,114530.51,752,0.8,5,0.2037,14,3978.73,60,0.0069,RENT,BUSINESS,0
59,64858.0,672,0.1,1,0.2243,8,19538.05,12,0.3012,RENT,DEBT_CONSOLIDATION,0
24,113754.66,788,0.5,0,0.4126,10,31706.86,12,0.2787,MORTGAGE,DEBT_CONSOLIDATION,0
42,76658.06,670,2.7,2,0.2466,8,20166.44,48,0.0658,MORTGAGE,DEBT_CONSOLIDATION,1
47,51296.85,650,13.9,0,0.2439,1,28167.02,60,0.1098,OWN,MEDICAL,0
37,49257.72,782,5.3,1,0.0728,1,8490.97,24,0.0862,MORTGAGE,MEDICAL,0
28,79285.01,681,0.4,2,0.4284,2,3854.68,72,0.0081,MORTGAGE,DEBT_CONSOLIDATION,1
30,90238.62,669,2.0,2,0.0522,12,40953.44,24,0.2269,OWN,MEDICAL,0
